,text
118,"Berdasarkan pasal 264 draf RKUHP hasil rapat antara pemerintah dan DPR per 10 Januari 2018, seseorang yang menyebarluaskan penghinaan terhadap presiden atau wakil presiden dengan sarana teknologi informasi dapat dipidana penjara paling lama lima tahun."
119,"udah masuk ke ranah hukum sih ini, tp RKUHP yg baru juga ada rancangan soal hewan peliharaan yg gaboleh masuk ketempat orang lain. jadi mau lapor kemana? Hak asasi manusia saja dipinggirkan, apalagi hak asasi hewan?
negara hukum (katanya) hehe https://twitter.com/merapi_news/status/1209792144971423744 …"
120,Mau yang lebih lama keluar? Liat RKUHP dari jamannya Prof. Moeljanto sampe ganti presiden 7 kali jg blm keluar https://twitter.com/sjwsantun/status/1209709266501681152 …
121,"Ini acara untukmu… vol 4 - Sisi lain dari aksi demo September 2019 ( RKUHP ) episode Paguyuban Playboy
https://open.spotify.com/episode/4kfIYM5IME9Zdz5CKe4P5N?si=InfqTc-WSbCJZsLtRRc0Lg …"
122,"Here’s a show for you… vol 4 - Sisi lain dari aksi demo September 2019 ( RKUHP ) Paguyuban Playboy
https://open.spotify.com/episode/4kfIYM5IME9Zdz5CKe4P5N?si=I91XWmL8QheFAWdWVdh1wg …"
123,Bahas RKUHP sampe demo wkkw
124,"Iya, ku kira spill the tea tentang semua presbem. Ternyata dia doang. Ahh, sudah tidak heran. Mungkin ini menyangkut tentang berita disahkannya RKUHP. Dia bungkam."
125,"Saksikanlah tayangan ulang Indonesia Lawyers Club dengan tema ""Kontroversi RKUHP: Dari kumpul kebo sampai penghinaan Presiden"".
Minggu, 29 Desember 2019 jam 19.30 WIB hanya di tvOne & streaming tvOne connect.
#ILCKontroversiKUHPpic.twitter.com/abq3ytvigI"
126,"Wikkk setidaknya kita telah diskusi dan berjuang di aksi peduli Novel, hardiknas, RKUHP dan KPK tan"
127,"Loh, gak usah ormas. Kan pemerintah dan DPR-nya mau penjarain, ada kok pasalnya di RKUHP "
128,"Saksikanlah tayangan ulang Indonesia Lawyers Club dengan tema ""Kontroversi RKUHP: Dari kumpul kebo sampai penghinaan Presiden"".
Minggu, 29 Desember 2019 jam 19.30 WIB hanya di tvOne & streaming tvOne connect.
#ILCKontroversiKUHPpic.twitter.com/rj27lE5bki"
129,And then here comes the RKUHP ngawur yg bakal menggilas industri pariwisata kita. 
130,Dpr lagi nyusun rkuhp
131,"Ngaji. Menjadi hal yang harus dilakukan oleh santri dimanapun, kapanpun dan kepada siapapun. Alhamdulillah waktu itu ngaji tentang  RKUHP yang sempat heboh di Indonesia karena kontroversinya. Ngaji bersama Syekh... https://www.facebook.com/100001082093985/posts/2701424856570224/ …"
132,"Kira2 bs kena pasal RKUHP PASAL 351 karna mengganggu ibadah umat agama lain meskipun diundang..secara anis nyonong saja otomatis ibadah misa terganggu ke khidmatannya.wong ada undangan yg lain setia menunggu,eh si anies nyelonong g punya sopan santun blas."
133,"Jadi alasannya karena enggak punya wakil di DPR jadi enggak mau komentari,.lah jadi kemarin2 PSI punya wakil di DPR-RI ya sampai komentari RKUHP
https://m.merdeka.com/politik/psi-tolak-pengesahan-rkuhp-membunuh-kebhinekaan.html …"
134,"...jadi kemarin kenapa ngebacot nolak RKUHP kalo alasannya enggak ada wakil di DPR-RI,.
https://m.merdeka.com/politik/psi-tolak-pengesahan-rkuhp-membunuh-kebhinekaan.html …"
135,"Ohh jadi ini kenapa rkuhp bikin pasal kalo hewan peliharaan tetangga masuk rumah org bakalan didenda, yaudh kalo gitu sih gua setuju deh((: https://twitter.com/merapi_news/status/1209792144971423744 …"
136,Untung pasal 218 RKUHP tidak disahkan mas kaesang https://twitter.com/kaesangp/status/1209849663634804737 …
137,"Berdasarkan pasal 264 draf RKUHP hasil rapat antara pemerintah dan DPR per 10 Januari 2018, seseorang yang menyebarluaskan penghinaan terhadap presiden atau wakil presiden dengan sarana teknologi informasi dapat dipidana penjara paling lama lima tahun."
138,"udah masuk ke ranah hukum sih ini, tp RKUHP yg baru juga ada rancangan soal hewan peliharaan yg gaboleh masuk ketempat orang lain. jadi mau lapor kemana? Hak asasi manusia saja dipinggirkan, apalagi hak asasi hewan?
negara hukum (katanya) hehe https://twitter.com/merapi_news/status/1209792144971423744 …"
139,Mau yang lebih lama keluar? Liat RKUHP dari jamannya Prof. Moeljanto sampe ganti presiden 7 kali jg blm keluar https://twitter.com/sjwsantun/status/1209709266501681152 …
140,"Ini acara untukmu… vol 4 - Sisi lain dari aksi demo September 2019 ( RKUHP ) episode Paguyuban Playboy
https://open.spotify.com/episode/4kfIYM5IME9Zdz5CKe4P5N?si=InfqTc-WSbCJZsLtRRc0Lg …"
141,"Here’s a show for you… vol 4 - Sisi lain dari aksi demo September 2019 ( RKUHP ) Paguyuban Playboy
https://open.spotify.com/episode/4kfIYM5IME9Zdz5CKe4P5N?si=I91XWmL8QheFAWdWVdh1wg …"
142,Bahas RKUHP sampe demo wkkw
143,"Iya, ku kira spill the tea tentang semua presbem. Ternyata dia doang. Ahh, sudah tidak heran. Mungkin ini menyangkut tentang berita disahkannya RKUHP. Dia bungkam."
144,"Keknya garagara sekarang tuh setelah mereka dapet panggung yaudah clear gitu aja gaada aksi apaapa lagi,sedangkan aksi kemaren kemaren banyak pengorbanannya,dan juga pada akhirnya rkuhp yg awalnya dengan lantang ditolak tapi sekarang sah sah dengan adem ayem aja gitu #cmiiw"
145,"Apa kabar pasal-pasal bermasalah di RKUHP? Apa yang bisa kita lakukan sebagai public? http://m.kbrprime.id/parbada 

Di episode #Parbada #ReformasiDikorupsi kami mengupasnya bersama @YLBHI @elsamnews @ICJRid @lbhpersjakarta @knrpid @remotivi
#KBRPrime #PodcastIndonesia #RKUHP pic.twitter.com/PpQkctDIOF"
146,PCINU Inggris dan PCINU Belanda Ajukan Catatan RKUHP http://dlvr.it/RLv1v1 
147,Pembahasan RKUHP harus dibahas multidisiplin ilmu.  http://republika.co.id/berita/dunia-islam/islam-nusantara/19/12/25/q31vza320-pcinu-inggris-dan-pcinu-belanda-ajukan-catatan-rkuhp …
148,"Tida, nanti kena rkuhp"
149,"Saya rindu ada diskusi yang terbuka dan setara menyoal dari organisasi gerakan mahasiswa Islam perihal ucapan natal ini. Sebagaimana diskusi dan kajian ketika Revisi UU KPK & RKUHP yg lalu. Sekaligus bukti, bahwa teologi itu masih terkaji dari proses pikir, bukan dogma."
150,"Bangsa Indonesia rebahan serentak muncul
RKUHP melanggar malas malasan dan dihukum pidana 
Reformasi oleh kaum rebahan terjadi"
151,"Apa kabar pasal-pasal bermasalah di RKUHP? Apa yang bisa kita lakukan sebagai public? http://m.kbrprime.id/parbada 

Di episode #Parbada #ReformasiDikorupsi kami mengupasnya bersama @YLBHI @elsamnews @ICJRid @lbhpersjakarta @knrpid @remotivi
#KBRPrime #PodcastIndonesia #RKUHP pic.twitter.com/r2rWeIZWCe"
152,"Kontroversi RKUHP di DPR RI, Demo Mahasiswa Pecah di Berbagai Daerah, hingga Jokowi Minta Ditunda https://makassar.tribunnews.com/2019/12/24/kontroversi-rkuhp-di-dpr-ri-demo-mahasiswa-pecah-di-berbagai-daerah-hingga-jokowi-minta-ditunda …"
153,makin banyak yg punya teh beunang rkuhp
154,"Tahun ini, DPR dan pemerintah sepakat mengesahkan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) tingkat I dalam rapat pleno di Komisi III DPR. http://dlvr.it/RLqztw "
155,"DPR-Pemerintah Menyepakati 50 RUU Prolegnas Prioritas 2020, RKUHP Masuk - https://indolinear.com/dpr-pemerintah-menyepakati-50-ruu-prolegnas-prioritas-2020-rkuhp-masuk.html …pic.twitter.com/zd3eI2E5V3"
156,"Berjuang bila masih pantas di perjuangkan,karena di dalam hubungan ada dua hati satu pikiran dan satu tujuan,memutuskan perkara dalam sepihak juga termasuk melanggar Undang"" RKUHP "
157,"Jangan kayak Mahasiswa yg demo menolak RKUHP ya..?
Waktu diuji di ILC gelagapan tidak tau materi demo.

Selangkanganku milik pacarku, bukan milik negara..

Padahal RKUHP yg mereka tolak itu isinya khusus untuk Pasutri.."
158,Pada ribut soal RKUHP. Emang kenapa sih?
159,Bahas RKUHP aja biar rame
160,"Nothing, just RKUHP joke"
161,"itu hukum adat kan mau dikodifikasi jadi hukum positif di RKUHP, praktek diskriminasi dengan alasan adat budaya kayak gini bakal jadi norm baru..."
162,"umm, RUU penghapusan kekerasan seksual, RKUHP, UU KPK yang baru, UU perlindungan anak khususnya ttg sanksi kebiri. apalagi ya"
163,"Nah ini yg kmrn di rkuhp yang baru mau diatur. Aturan lokal yg berlaku di masyarakat. Gmna gak bahaya klo kmrn di sahin, nnti semua daerah gini semua."
164,"RKUHP udh disahin infonya kelelep sama kasus tamansari, dan BEM SI yg kemarin paling wawewow skrng diem diem Bae:("
165,"rkuhp, dr jaman jebot kaga jadi”"
166,"Ampun dah mba, buat Perppu itu bukan kek buat martabak bisa langsung lima lolos jadi UU, peraturan itu mggantikan UU yg dikira tak sesuai, contoh? Kita Ambil UU KPK yg semula sejalan dgn amat UUD45, terus direvisi RkUHP, lalu disahkan jadi UU, demo mhsiswa dimana2, dan blm kelar"
167,"( Line )

Adin: jangan ada aksi dong, nanti kamu di protes atas RKUHP"
168,"ngerik udah ada bawa2 hukum adat... XD 

belum lagi RKUHP yg mau mengkodifikasikan hukum2 adat sebagai hukum negara.... kira2 begini gambarannya kalau RKUHP jadi disahkan tahun 2020 https://twitter.com/gombang/status/1208024458859929600 …"
169,"Ngerik baca replies di tweet ini. 
Untung di US sana gak ada pasal 219 RKUHP. Bisa2 penuh penjaranya  https://twitter.com/realDonaldTrump/status/1207654525215150081 …"
170,"Ok, itu bukan aturan baru tapi kan? Soal visum u/ pembuktian kekerasan rumah tangga? Atau diperjelas di ruu kuhp kmrn? 
Jd yg sebaiknya didukung itu pengesahan RKUHP kemarin? Lalu RUU PKS-nya gimana?"
171,Pada ribut soal RKUHP. Emang kenapa sih?
172,"Auditorium di Anti-Corruption Learning Center ⁦@KPK_RI⁩  kini bernama Auditorium Randi-Yusuf,-dari dua nama mahasiswa tewas dari Sulawesi Tenggara dalam aksi #ReformasiDikorupsi saat menolak revisi UU KPK, RKUHP dan berbagai RUU lain.

Ke-ber-pi-hak-an pic.twitter.com/aBIDjq854I"
173,"Kejanggalan kebijakan pemerintah atau wacana politik akhir-akhir ini seperti revisi UU KPK, RKUHP, amendemen UUD 1945, masifnya politik akomodatif yang membuat koalisi pemerintah gemuk semakin memperlihatkan bahwa politik oligarki benar terjadi. 

https://buff.ly/2s5O5sr "
174,"Jgn ada lagi sensasi media sperti RKUHP terkesan kontroversial padahal sudah lama ada dan lebih baik yg revisi. 

Pemrednya omelin aja Pak yg begini @dewanpers @LAPOR1708 @OmbudsmanRI137 @KSPgoid @jokowi @mohmahfudmd @DPR_RI @arsul_sanihttps://twitter.com/Dennysiregar7/status/1207714481653968896 …"
175,"Mau ada NU versi 'woke' sekalipun, kalo right-wing ya right-wing ajaaaa....

Ingat yg ngotot minta pasal zina masuk di RKUHP itu orang NU"
176,"OooOooOoo klo ini jelas bukan right wing gitu???? Blm bahas soal yg lain, singkatnya pasal kohabitasi di RKUHP, wakil DPR dari NU bilang apa?? pic.twitter.com/1BbH9JYTWe"
177,Permintaan itu mengingat RKUHP masuk ke dalam prolegnas 2020. http://dlvr.it/RLZ0g7 
178,"Kalo kiblatnya eropa dan barat maka kita sudah mengkhianati hukum negara kita. bahkan RKUHP dibuat sedemikian rupa supaya menghindari perbuatan zina.

Kan harus ditanya donk, kenapa gak perawan lagi? (org dekatnya)
Komunikasi yg baik akan bawa pada solusi yg baik."
179,RKUHP https://twitter.com/_SJPeace_/status/1207321381140094976 …
180,pacaran sama kak inseong isinya bahas riddle sama rkuhp terbaru sambil ngopi lucu pic.twitter.com/ws6SznycCy
181,RKUHP sepertinya lebih jelas soal mengatur hal beginian kang?
182,"Pak. Kok makin kacau? Hadeh.. 

Masalahnya, orang-orang di sekitar Pak Jokowi ini pemikirannya suka aneh-aneh. Yuk, tegas, Pak!!

RKUHP, UU KPK, semuanya Pak Jokowi cuma nurut angin dan arus sekeliling aja. https://twitter.com/jokowi/status/1225238904103530496 …"
183,"...........
Arah pembaharuan hukum terbagi dua, terhadap hukum yang sifatnya basic laws dan sectoral laws, untuk basic law hal ini baru diterapkan di RKUHP, harusnya fokus ke basic baru ke sektoral namun saat ini justru terjadi sebaliknya
#SeminarOmnibusLawIMMH"
184,RUU P-KS nantinya tetap perlu disinkronisasi dengan RKUHP yang tak kunjung usai. http://republika.co.id/berita/nasional/hukum/20/02/06/q592dm428-bukan-carry-over-pembahasan-ruu-pks-diulang-dari-awal …
185,"Ohh itu yg RKUHP kemaren ya, ok la thx infonya"
186,"Ini ada ilustrasinya bagus menjelaskan sesuai KUHP yang sekarang, dimana yg kena pidana itu hanya mucikari dan perselingkuhan. PSK dan pelanggan tidak.

Aturan ini mau diubah oleh Jokowi di RKUHP yg masih diproses di DPR dimana semua hubungan seks di luar nikah bisa dipidanakan. pic.twitter.com/xbHafvXIor"
187,"Tolong, @DPR_RI... Sudah saatnya isu dan tindakan sensitif seperti penistaan Indomie ini dimasukkan ke dalam RKUHP baru. Ini sudah termasuk dalam bahaya laten.

Terima kasih. https://twitter.com/AgamaIndomie/status/1224564290268454912 …"
188,"Km maw y diajak bahas kasus ham, dampak pembebasan papua, rkuhp, presidential threshold dlm pemilu . . . ."
189,Mohon maaf apakah kasus ini yang menjadi pelapor adalah bu Risma atau orang lain? Bukankah dalam RKUHP baru pada kasus yang sama penghinaan pada presiden yang berhak melapor adalah presiden? https://twitter.com/e100ss/status/1224915528654786560 …
190,"Nyari file rkuhp malah nemu foto ini, orang cantik numpang lewat  pic.twitter.com/78P4kPdj9P"
191,"Mabes Polri menyatakan tuduhan penyetruman terhadap terpidana perkara melawan aparat Kepolisian saat demo pelajar menolak RKUHP di depan gedung DPR RI, Lutfi Afiandi (20) tak terbukti.
Baca berita selengkapnya di http://Viva.co.id 

Sumber: http://Viva.co.id 
#NewsOnepic.twitter.com/1kzvFnHmFY"
192,RKUHP: Meninggalkan Kolonialisme atau Kolonialisme Bentuk Baru https://is.gd/VG8ThM  #hukumdanpolitik
193,"Refleksi 4 tahun Pembahasan RKUHP: Periode Baru, Semangat Baru Pembahasan RKUHP https://is.gd/hN3syJ  #hukumdanpolitik"
194,Yang di rkuhp bertentangan sama uu kesehatan. Makanya belom disahkan dan banyak protes dari publik
195,Nyesel ya gak ikut demo revisi RKUHP bareng mahasiswa 
196,"Mulai dari RUU Pertanahan, RKUHP, Kenaikan Iuran BPJS, hingga polemik Omnibus Law/RUU Cilaka (Cipta Lapangan Kerja). Dari semua kebijakan yang keluar dari rezim hari ini dapat kita tarik bahwa investasi menjadi top priority kenyamanan para investor menjadi sebuah hal yang sangat"
197,"Di sini jg donk, Bung. Tolak RKUHP. "
198,Pada ribut soal RKUHP. Emang kenapa sih?
199,"Ya pahami dulu apa yang mau dirubah, apa yang mau dikritik. Jgn kayak demo RKUHP, banyak gaya ngerti enggak. eh sorry dh ah gmw nunjukin jd orang soktau."
200,pacaran sama kak inseong isinya bahas riddle sama rkuhp terbaru sambil ngopi lucu pic.twitter.com/ws6SznycCy
201,RKUHP sepertinya lebih jelas soal mengatur hal beginian kang?
202,"Pak. Kok makin kacau? Hadeh.. 

Masalahnya, orang-orang di sekitar Pak Jokowi ini pemikirannya suka aneh-aneh. Yuk, tegas, Pak!!

RKUHP, UU KPK, semuanya Pak Jokowi cuma nurut angin dan arus sekeliling aja. https://twitter.com/jokowi/status/1225238904103530496 …"
203,"...........
Arah pembaharuan hukum terbagi dua, terhadap hukum yang sifatnya basic laws dan sectoral laws, untuk basic law hal ini baru diterapkan di RKUHP, harusnya fokus ke basic baru ke sektoral namun saat ini justru terjadi sebaliknya
#SeminarOmnibusLawIMMH"
204,RUU P-KS nantinya tetap perlu disinkronisasi dengan RKUHP yang tak kunjung usai. http://republika.co.id/berita/nasional/hukum/20/02/06/q592dm428-bukan-carry-over-pembahasan-ruu-pks-diulang-dari-awal …
205,"Ohh itu yg RKUHP kemaren ya, ok la thx infonya"
206,"Ini ada ilustrasinya bagus menjelaskan sesuai KUHP yang sekarang, dimana yg kena pidana itu hanya mucikari dan perselingkuhan. PSK dan pelanggan tidak.

Aturan ini mau diubah oleh Jokowi di RKUHP yg masih diproses di DPR dimana semua hubungan seks di luar nikah bisa dipidanakan. pic.twitter.com/xbHafvXIor"
207,"Tolong, @DPR_RI... Sudah saatnya isu dan tindakan sensitif seperti penistaan Indomie ini dimasukkan ke dalam RKUHP baru. Ini sudah termasuk dalam bahaya laten.

Terima kasih. https://twitter.com/AgamaIndomie/status/1224564290268454912 …"
208,"Km maw y diajak bahas kasus ham, dampak pembebasan papua, rkuhp, presidential threshold dlm pemilu . . . ."
209,Mohon maaf apakah kasus ini yang menjadi pelapor adalah bu Risma atau orang lain? Bukankah dalam RKUHP baru pada kasus yang sama penghinaan pada presiden yang berhak melapor adalah presiden? https://twitter.com/e100ss/status/1224915528654786560 …
210,"Nyari file rkuhp malah nemu foto ini, orang cantik numpang lewat  pic.twitter.com/78P4kPdj9P"
211,"Mabes Polri menyatakan tuduhan penyetruman terhadap terpidana perkara melawan aparat Kepolisian saat demo pelajar menolak RKUHP di depan gedung DPR RI, Lutfi Afiandi (20) tak terbukti.
Baca berita selengkapnya di http://Viva.co.id 

Sumber: http://Viva.co.id 
#NewsOnepic.twitter.com/1kzvFnHmFY"
212,RKUHP: Meninggalkan Kolonialisme atau Kolonialisme Bentuk Baru https://is.gd/VG8ThM  #hukumdanpolitik
213,"Refleksi 4 tahun Pembahasan RKUHP: Periode Baru, Semangat Baru Pembahasan RKUHP https://is.gd/hN3syJ  #hukumdanpolitik"
214,Yang di rkuhp bertentangan sama uu kesehatan. Makanya belom disahkan dan banyak protes dari publik
215,Nyesel ya gak ikut demo revisi RKUHP bareng mahasiswa 
216,"Mulai dari RUU Pertanahan, RKUHP, Kenaikan Iuran BPJS, hingga polemik Omnibus Law/RUU Cilaka (Cipta Lapangan Kerja). Dari semua kebijakan yang keluar dari rezim hari ini dapat kita tarik bahwa investasi menjadi top priority kenyamanan para investor menjadi sebuah hal yang sangat"
217,"Di sini jg donk, Bung. Tolak RKUHP. "
218,Pada ribut soal RKUHP. Emang kenapa sih?
219,"Ya pahami dulu apa yang mau dirubah, apa yang mau dikritik. Jgn kayak demo RKUHP, banyak gaya ngerti enggak. eh sorry dh ah gmw nunjukin jd orang soktau."
220,Propaganda di ruang akademis #rkuhp pic.twitter.com/X7Mp9ODgsK
221,apaseeeh kok ra turu ente mikirin apa budak????? RKUHP????? oraaaa!!!!
222,"Kasus kaya gini belum bisa diaplikasikan diIndonesia saat ini. 

Namun, di RKUHP yang baru, hal ini bisa diaplikasikan. Kenapa?

Sedikit utas https://twitter.com/RexChapman/status/1223660436337385477 …"
223,"Beberapa waktu lalu mahasiswa terus menerus mendemo pemerintah. Dari revisi UU KPK hingga RKUHP membuat banyak anak muda turun kejalan untuk melakukan demo, kalau para mahasiswa terutama yang sudah mau terima ijazah dihadapkan dengan lowongan CPNS, mereka masih mau kritis gak ya?"
224,Memahami Problematika RKUHP https://is.gd/t7f5kH  #hukumdanpolitik
225,"msh ingat ILC yg mahasiswa dgn menkumham demo revisi RKUHP itu?
penonton pd bengong kyk sapi ompong nyimak penjelasan pak menteri. telak bgt itu. katanya grgr perform itu pak Yasona diangkat jd menteri lg"
226,"kerja jelek tapi di citrakan,bagus yhh
gitu dehh,bikin aturan sesukanya aja,tanpa memikirkan,rakyatnya
dari RUKPK RKUHP
hingga OMNIBUS LAW
RUKPK hasilnya KPK di lemahkan
terkesan alot nangani kasus suap WS 
DAHH DEH #JKWSumberMasalah
#JKWSumberMasalah"
227,RKUHP wingiii loh yusss
228,"nek pacaran mbahas RKUHP, trus alasan mahasiswa menolak RKUHP, trus tata cara pembuatan RKUHP"
229,Palingan gue skip aja entar kalo capek kaya rkuhp 
230,Nanti klo cpk palingan ak skip sj kaya rkuhp dulu 
231,Mana ada kebebasan berpendapat di twitter indo.... gue waktu rkuhp berpendapat pake dasar hukum aja diserang nitijen  apalagi ini yang emang ga ada dasar hukumnya :(
232,"New post (Jika RKUHP Disahkan, Ningsih Tinampi Bisa Terancam Hukuman 3 Tahun Penjara) has been published on Dakwah Online - https://akhwat.id/jika-rkuhp-disahkan-ningsih-tinampi-bisa-terancam-hukuman-3-tahun-penjara/ …pic.twitter.com/VSQysPhe6b"
233,RKUHP jadinya gimana si
234,"http://PARPOL.NET  - Luthfi Pelajar Tolak RKUHP Divonis Empat Bulan Penjara
Baca Selengkapnya : https://bit.ly/392f0pb 
#beritaindonesia #kesehatan #teknologi #otomotif #ceritadewasa #wisata #olahraga #artis #politikpic.twitter.com/7gykl4MaQ6"
235,Kontras menilai Komnas HAM tidak bekerja maksimal dalam membuat laporan mengenai penyampaian aspirasi mahasiswa dan pelajar menolak RUU KPK dan RKUHP. http://dlvr.it/RP6rXT 
236,"Saat ini berlangsung diskusi dan konferensi pers tentang Temuan Tim Peristiwa 24-30 September 2019 atas Penyampaian Aspirasi Mahsiswa dan Pelajar Trhp Revisi UU KPK dan RKUHP, di @KontraS. 
#ReformasiDikorupsipic.twitter.com/ehRArrfAPm"
237,"3bulan lalu orang ini juga bilang begitu, ujung2nya ditarik ulur sama BigMom gak bisa ngebantah, masih banyak RUU pesenan yg belum disahkan yg masih jadi tanggungan kursi Menkumham, habis UU KPK masih ada RKUHP, RUU Naker, Omnibus Law dll, dasar SiBanteng yg ambisius https://twitter.com/CNNIndonesia/status/1222889903962214400 …"
238,"Gua terharu baca deeptalk kalian, hiks.

Walaupun kalian demo kyk lg demo tolak RKUHP, tp gua dan para bapak asrama lain sayang sm kalian. Aww...

Yg dm nya udh gua  berarti udh di baca ye bebi -newt"
239,"Pengadilan Negeri Jakarta Pusat menjatuhkan vonis empat bulan penjara terhadap Lutfi Alfiandi (20), terdakwa perkara melawan aparat Kepolisian saat demo pelajar menolak RKUHP di depan Gedung DPR RI.

Selengkapnya di https://www.viva.co.id/foto/berita/23771-lutfi-si-pembawa-bendera-demo-divonis-empat-bulan-penjara …
https://www.vivanews.com/berita/metro/33477-lutfi-si-pembawa-bendera-saat-demo-divonis-empat-bulan-penjara …
#1newstainmentpic.twitter.com/DJj5edioeL"
